           1   -0.415111   -0.415111           0
           2   -0.414682   -0.414896 0.000151747
           3   -0.414453   -0.414749 0.000157583
           4   -0.416907   -0.415288 0.000482104
           5   -0.413386   -0.414908 0.000514289
           6   -0.412964   -0.414584 0.000520751
           7   -0.414292   -0.414542 0.000448027
           8   -0.412075   -0.414234 0.000486747
           9   -0.415608   -0.414386 0.000455996
          10   -0.412485   -0.414196 0.000448287
          11   -0.412324   -0.414026 0.000438671
          12   -0.414421   -0.414059 0.000403349
          13   -0.412372   -0.413929 0.000392642
          14    -0.41519   -0.414019 0.000374775
          15   -0.415701   -0.414131 0.000366172
          16   -0.412144   -0.414007 0.000363746
          17   -0.413043    -0.41395 0.000346738
          18   -0.412039   -0.413844 0.000343348
          19   -0.416201   -0.413968 0.000346953
          20   -0.411095   -0.413825 0.000358119
          21   -0.416595   -0.413956 0.000364555
          22   -0.414221   -0.413968 0.000348182
          23   -0.413192   -0.413935 0.000334674
          24   -0.412714   -0.413884 0.000324574
          25   -0.413406   -0.413865 0.000312153
          26   -0.413557   -0.413853 0.000300372
          27    -0.41494   -0.413893 0.000291932
          28   -0.413417   -0.413876 0.000282001
          29   -0.415432    -0.41393 0.000277331
          30   -0.412324   -0.413876 0.000273201
          31   -0.412985   -0.413847 0.000265898
          32   -0.409751   -0.413719 0.000286753
          33   -0.416631   -0.413808 0.000291322
          34   -0.413476   -0.413798 0.000282916
          35   -0.414148   -0.413808 0.000275009
          36   -0.410461   -0.413715 0.000282651
          37   -0.412532   -0.413683 0.000276814
          38   -0.414269   -0.413698 0.000269959
          39   -0.413505   -0.413693 0.000263082
          40   -0.410932   -0.413624 0.000265408
          41   -0.413446    -0.41362  0.00025897
          42   -0.413784   -0.413624 0.000252833
          43   -0.415613    -0.41367  0.00025115
          44   -0.410624   -0.413601 0.000254805
          45   -0.416957   -0.413676 0.000259829
          46   -0.415833   -0.413722  0.00025838
          47   -0.409062   -0.413623 0.000271244
          48   -0.413529   -0.413621   0.0002656
          49    -0.41389   -0.413627 0.000260236
          50   -0.411577   -0.413586  0.00025824
          51   -0.412879   -0.413572 0.000253548
          52   -0.413865   -0.413578 0.000248735
          53   -0.414308   -0.413591 0.000244423
          54   -0.408912   -0.413505 0.000254793
          55    -0.41188   -0.413475 0.000251868
          56   -0.413055   -0.413468 0.000247482
          57   -0.414823   -0.413491  0.00024428
          58   -0.413781   -0.413496 0.000240119
          59   -0.409308   -0.413425 0.000246321
          60   -0.413279   -0.413423 0.000242228
          61   -0.413418   -0.413423 0.000238257
          62   -0.415496   -0.413456 0.000236749
          63   -0.414939    -0.41348 0.000234159
          64    -0.41579   -0.413516 0.000233266
          65   -0.414218   -0.413527 0.000229927
          66   -0.411259   -0.413492 0.000228996
          67   -0.412784   -0.413482 0.000225822
          68   -0.412579   -0.413469 0.000222891
          69   -0.410933   -0.413432 0.000222669
          70    -0.41197   -0.413411 0.000220465
          71   -0.408805   -0.413346 0.000226702
          72   -0.410795   -0.413311 0.000226304
          73   -0.416966   -0.413361 0.000228675
          74   -0.412853   -0.413354 0.000225688
          75   -0.410162   -0.413311 0.000226655
          76   -0.412599   -0.413302 0.000223866
          77   -0.413395   -0.413303 0.000220962
          78   -0.413812    -0.41331 0.000218225
          79   -0.411606   -0.413288 0.000216526
          80   -0.414259     -0.4133 0.000214159
          81   -0.409469   -0.413253 0.000216676
          82   -0.412655   -0.413246 0.000214156
          83   -0.409972   -0.413206 0.000215177
          84   -0.411992   -0.413192   0.0002131
          85    -0.40869   -0.413139 0.000217076
          86   -0.413799   -0.413147 0.000214687
          87   -0.411793   -0.413131 0.000212783
          88   -0.413945    -0.41314 0.000210566
          89   -0.414646   -0.413157 0.000208879
          90   -0.409004   -0.413111 0.000211594
          91   -0.410954   -0.413087 0.000210592
          92   -0.416921   -0.413129 0.000212386
          93   -0.411799   -0.413115 0.000210583
          94   -0.414374   -0.413128 0.000208769
          95    -0.41723   -0.413171 0.000210989
          96   -0.416042   -0.413201 0.000210899
          97   -0.411411   -0.413183 0.000209531
          98   -0.414651   -0.413198 0.000207928
          99   -0.411147   -0.413177 0.000206857
         100   -0.412339   -0.413169 0.000204958
