           1    0.874434    0.874434           0
           2    0.882752    0.878593  0.00294082
           3    0.874487    0.877225  0.00225672
           4    0.890824    0.880624  0.00339612
           5    0.898166    0.884133  0.00415065
           6     0.88759    0.884709  0.00349865
           7    0.890416    0.885524  0.00309236
           8    0.897699    0.887046  0.00305743
           9    0.865927    0.884699  0.00350435
          10    0.874497    0.883679  0.00329909
          11    0.880606      0.8834  0.00301098
          12    0.903768    0.885097  0.00320296
          13    0.877327    0.884499  0.00301184
          14    0.897798    0.885449  0.00294268
          15    0.880068    0.885091  0.00276829
          16    0.892657    0.885563  0.00263535
          17    0.888759    0.885751  0.00248703
          18    0.889054    0.885935  0.00235561
          19    0.912111    0.887313  0.00260353
          20    0.898411    0.887868   0.0025318
