0.5   -0.973493  0.00109626     0.20254  0.00837155    0.105427   0.0655573     78.4322     1.05958
0.6   -0.934356  0.00116652     0.34418  0.00605338    0.014968   0.0355374      43.897    0.925303
0.7   -0.892451  0.00099664    0.406689  0.00365487   -0.010133   0.0161152       24.45    0.451915
0.8   -0.849178 0.000686818    0.426791  0.00182172   0.0075304   0.0103701     15.4812    0.197335
0.9   -0.804766   0.0006244    0.426245  0.00123612   0.0107822  0.00647034     10.3522     0.13164
1   -0.761865 0.000571232    0.411178  0.00085412     0.00067  0.00527949     7.46614   0.0591554
1.1   -0.720724 0.000486409    0.389234 0.000567971  -0.0018534  0.00285672     5.60788   0.0473012
1.2   -0.682742 0.000467596    0.363399 0.000445242   -0.004734  0.00273111     4.41692    0.034497
1.3   -0.646516 0.000450986    0.337482 0.000351621   0.0010432  0.00245759     3.55791   0.0280194
1.4   -0.612972  0.00040606    0.312171 0.000242474   -0.000749  0.00301477     2.94144   0.0204895
1.5   -0.583092 0.000358006    0.287479 0.000185255  -0.0028188   0.0015663     2.52743   0.0197266
1.6   -0.554463  0.00042622    0.265138 0.000178908  -0.0001698  0.00147408     2.18269   0.0123105
1.7   -0.527932 0.000434387    0.244633 0.000157728  -0.0003026  0.00142055     1.88711  0.00931736
1.8   -0.504383 0.000421366    0.225512 0.000133011   0.0008814   0.0011143     1.68015   0.0116509
1.9   -0.482684 0.000433718    0.208204 0.000120341  -0.0003382  0.00179467     1.50462  0.00904831
2   -0.462244 0.000442194    0.192646 0.000101303   0.0002326  0.00126421     1.35377  0.00647554
