0.5    -1.00288 0.000936039    0.117225  0.00586661    0.900352   0.0201057     89.9338    0.666656
0.6   -0.965541  0.00152925    0.257794  0.00683461    0.703249   0.0177443     57.0534    0.911929
0.7   -0.912492  0.00108588    0.369182   0.0035975    0.457957   0.0140777     32.3463    0.495754
0.8   -0.861074 0.000905879    0.412648  0.00217501    0.289623   0.0110602     18.5579    0.383433
0.9   -0.812464 0.000814931     0.42059  0.00147517    0.199142  0.00934263     11.8172    0.241781
1   -0.766975 0.000597138    0.409326 0.000925107     0.14997  0.00663489     8.18911    0.136433
1.1    -0.72543 0.000522857    0.387329 0.000602967    0.112977  0.00481701     6.04754   0.0795346
1.2   -0.686048 0.000388908     0.36278 0.000383537   0.0918004  0.00411862     4.66974     0.04267
1.3   -0.649299 0.000464509    0.337244 0.000355051   0.0751646   0.0032976     3.75912   0.0279596
1.4   -0.615143 0.000306759    0.312117 0.000189945   0.0607816  0.00278975     3.07679   0.0226448
1.5   -0.584428 0.000286331    0.287738 0.000156758   0.0512472  0.00267541     2.59206     0.01432
1.6   -0.555837 0.000402851    0.265266  0.00017524   0.0451212  0.00217096      2.2214   0.0129899
1.7   -0.529557 0.000368006    0.244585 0.000144499   0.0398592  0.00221945     1.94145   0.0123407
1.8   -0.505412  0.00034703    0.225686 0.000106374   0.0354292  0.00199092     1.70575   0.0105962
1.9     -0.4835 0.000318087     0.20839 9.14538e-05   0.0314886  0.00186097      1.5194  0.00789024
2   -0.463024 0.000312691    0.192788 7.55198e-05     0.02799   0.0018031      1.3637  0.00585096
