           1     1.73598     1.73598           0
           2     1.73591     1.73595 2.34195e-05
           3     1.73596     1.73595 1.59515e-05
           4     1.73595     1.73595 1.19646e-05
           5     1.73599     1.73596 1.21368e-05
           6     1.73593     1.73595  1.1168e-05
           7     1.73596     1.73595 9.62739e-06
           8     1.73595     1.73595 8.43018e-06
           9     1.73594     1.73595 7.56267e-06
          10     1.73594     1.73595 6.99836e-06
          11     1.73595     1.73595 6.36494e-06
          12     1.73595     1.73595 5.83949e-06
          13     1.73593     1.73595 5.65194e-06
          14     1.73595     1.73595 5.26012e-06
          15     1.73594     1.73595  4.9413e-06
          16     1.73594     1.73595 4.67534e-06
          17     1.73594     1.73595 4.45328e-06
          18     1.73596     1.73595 4.22467e-06
          19     1.73595     1.73595 4.00232e-06
          20     1.73597     1.73595 3.95805e-06
           1   0.0593862   0.0593862           0
           2   0.0663272   0.0628567  0.00245402
           3   0.0662177    0.063977  0.00187437
           4    0.066285    0.064554  0.00149194
           5   0.0667979   0.0650028  0.00125924
           1   0.0675292   0.0675292           0
           2   0.0668826   0.0672059 0.000228619
           3   0.0660118   0.0668078  0.00035896
           4   0.0682718   0.0671738 0.000415853
           5   0.0674144   0.0672219 0.000335455
           6   0.0681522    0.067377 0.000313336
           7    0.068266    0.067504 0.000293183
           8   0.0688793   0.0676759 0.000302774
           9   0.0687265   0.0677926 0.000290766
          10   0.0697384   0.0679872 0.000320244
          11    0.068555   0.0680388 0.000295261
          12   0.0682453    0.068056 0.000271157
          13   0.0669531   0.0679712 0.000263237
          14   0.0685004    0.068009 0.000247134
          15   0.0685843   0.0680474 0.000233616
          16   0.0665184   0.0679518 0.000237757
          17   0.0688332   0.0680036 0.000229355
          18   0.0677642   0.0679903 0.000216999
          19   0.0675446   0.0679669 0.000206842
          20   0.0670033   0.0679187 0.000202033
           1     1.77066     1.77066           0
           2     1.76274      1.7667  0.00280318
           3     1.72405     1.75248   0.0117585
           4     1.74684     1.75107  0.00890307
           5     1.73503     1.74786  0.00767887
           1     1.73861     1.73861           0
           2     1.72087     1.72974  0.00627303
           3     1.74105     1.73351  0.00519257
           4     1.75265     1.73829  0.00568736
           5     1.73408     1.73745  0.00461191
           6     1.72978     1.73617  0.00401665
           7     1.75111      1.7383  0.00396965
           8     1.74075     1.73861  0.00348523
           9     1.73081     1.73774  0.00320394
          10     1.74653     1.73862  0.00300157
          11     1.74463     1.73917   0.0027779
          12     1.74379     1.73955  0.00257301
          13     1.74091     1.73966  0.00237721
          14      1.7475     1.74022  0.00227238
          15     1.73359     1.73978  0.00216348
          16     1.74414     1.74005  0.00204541
          17     1.72542     1.73919  0.00209844
          18     1.74709     1.73963  0.00202727
          19      1.7765     1.74157   0.0026939
          20     1.74882     1.74193  0.00258351
           1     2.60742     2.60742           0
           2     2.60864     2.60803 0.000432316
           3     2.60286      2.6063  0.00143708
           4     2.60702     2.60648  0.00108902
           5     2.61198     2.60758  0.00131291
           1     2.60493     2.60493           0
           2     2.61136     2.60814  0.00227162
           3     2.60759     2.60796  0.00152185
           4     2.60864     2.60813    0.001151
           5     2.60813     2.60813 0.000920797
           6     2.61063     2.60855 0.000856619
           7     2.61333     2.60923 0.000969633
           8     2.60499      2.6087 0.000982663
           9     2.61144       2.609 0.000919455
          10     2.60571     2.60868 0.000884463
          11     2.60725     2.60855 0.000813436
          12     2.61199     2.60883 0.000794785
          13     2.60708      2.6087 0.000745029
          14      2.6028     2.60828 0.000802172
          15     2.61058     2.60843 0.000763274
          16     2.60481      2.6082  0.00074835
          17     2.60313     2.60791 0.000761466
          18      2.6119     2.60813 0.000750847
          19     2.61098     2.60828 0.000726154
